Business ID,Business Type,Date,Season,Weather,Location,Revenue,Profit,Growth Rate,Num Employees,GDP Growth,Inflation,Unemployment,Marketing Spend,Customer Rating,Tech Adoption,Sentiment Score
39243,Stationery Shop,2023-08-18 08:02:55.685612,Monsoon,Rainy,Delhi,91846,16108,0.121,43,0.011,0.021,0.073,2141,3.0,Low,0.61
49112,Hair Salon,2023-08-18 08:23:47.251301,Monsoon,Rainy,Patna,439823,82222,0.027,46,0.027,0.033,0.049,39248,3.7,Low,0.87
3389,Fruit Vendor,2023-08-18 08:28:05.826324,Monsoon,Humid,Bhopal,110927,12852,0.152,14,0.012,0.053,0.068,5594,3.0,Low,0.6
3340,Grocery Store,2023-08-18 09:50:07.819495,Monsoon,Rainy,Hyderabad,438293,77816,0.175,1,0.025,0.041,0.035,30982,4.0,Low,0.99
2957,Sweet Shop,2023-08-18 10:13:46.754740,Monsoon,Rainy,Indore,452964,26912,0.024,29,0.048,0.037,0.036,24709,3.4,Low,0.85
31735,Toy Shop,2023-08-18 10:25:13.515524,Monsoon,Humid,Lucknow,373330,21309,0.059,20,0.017,0.051,0.032,18283,4.9,Medium,0.61
24383,Photo Studio,2023-08-18 10:40:53.211902,Monsoon,Rainy,Pune,58733,10735,0.038,39,0.021,0.021,0.043,4404,4.0,High,0.52
26859,Flower Shop,2023-08-18 12:10:12.781910,Monsoon,Cloudy,Kanpur,344879,44542,0.073,14,0.021,0.049,0.043,13448,3.4,Low,0.77
36335,Toy Shop,2023-08-18 12:16:08.247284,Monsoon,Rainy,Delhi,508552,30256,0.112,9,0.016,0.045,0.034,40562,3.9,High,0.32
18795,Grocery Store,2023-08-18 12:23:20.780650,Monsoon,Humid,Vadodara,35943,6838,0.115,30,0.05,0.042,0.048,2509,4.9,Medium,0.44
41034,Ice Cream Parlor,2023-08-18 12:48:46.010413,Monsoon,Cloudy,Kanpur,148731,11350,0.019,1,0.03,0.027,0.059,6291,3.3,High,0.55
19321,Gym,2023-08-18 13:17:49.901258,Monsoon,Rainy,Lucknow,336196,24661,0.036,32,0.016,0.027,0.073,32444,4.9,High,0.73
22631,Spice Shop,2023-08-18 14:28:32.748231,Monsoon,Rainy,Bhopal,19595,1896,0.032,3,0.044,0.043,0.08,1147,3.6,Medium,0.95
37832,Jewelry Store,2023-08-18 16:01:56.475886,Monsoon,Rainy,Hyderabad,386082,53306,0.192,28,0.018,0.032,0.041,14642,3.3,Low,0.43
15435,Tea Stall,2023-08-18 17:56:23.012818,Monsoon,Rainy,Hyderabad,71759,7996,0.009,14,0.029,0.029,0.036,7253,4.6,Medium,0.48
41862,Stationery Shop,2023-08-18 17:56:42.137387,Monsoon,Rainy,Pimpri-Chinchwad,298275,18038,0.019,28,0.018,0.058,0.049,10188,4.0,High,0.72
10046,Street Food Vendor,2023-08-18 18:27:59.847537,Monsoon,Rainy,Bhopal,509547,45303,0.03,26,0.027,0.056,0.053,40712,3.4,High,0.84
22129,Shoe Store,2023-08-18 19:53:51.609688,Monsoon,Rainy,Delhi,98232,11570,0.18,26,0.046,0.052,0.057,1288,4.7,Low,0.75
18360,Shoe Store,2023-08-18 22:51:04.688070,Monsoon,Rainy,Ghaziabad,383974,32107,0.057,23,0.019,0.042,0.067,15671,3.0,High,0.46
44771,Clothing Store,2023-08-18 22:57:08.571223,Monsoon,Rainy,Patna,348018,43982,0.1,6,0.039,0.037,0.043,32392,3.0,Medium,0.98
39708,Clothing Store,2023-08-18 23:14:04.751355,Monsoon,Rainy,Pune,350258,69067,0.135,15,0.03,0.033,0.071,21809,3.7,Medium,0.94
43311,Shoe Store,2023-08-19 00:43:35.347471,Monsoon,Rainy,Bangalore,255062,24852,0.06,27,0.019,0.054,0.05,13988,4.0,Low,0.4
26230,Gym,2023-08-19 01:12:44.657987,Monsoon,Humid,Patna,320324,30108,0.046,21,0.034,0.048,0.051,16721,4.4,Low,0.42
30279,Shoe Store,2023-08-19 02:13:24.297531,Monsoon,Rainy,Ahmedabad,292179,44207,0.071,37,0.02,0.03,0.072,3475,3.1,Low,0.62
17943,Shoe Store,2023-08-19 02:30:16.582447,Monsoon,Rainy,Hyderabad,169085,9243,0.047,7,0.043,0.044,0.034,11874,3.0,Medium,0.96
11008,Street Food Vendor,2023-08-19 03:06:19.086196,Monsoon,Rainy,Bhopal,376635,34246,0.059,26,0.039,0.051,0.042,29577,4.0,High,0.76
31162,Tailor Shop,2023-08-19 03:43:03.429841,Monsoon,Rainy,Indore,89163,5984,0.046,19,0.04,0.059,0.061,4848,4.0,High,0.84
32383,Electrical Appliances,2023-08-19 04:10:02.635762,Monsoon,Rainy,Ghaziabad,309951,20845,0.131,47,0.011,0.029,0.078,23668,3.6,High,0.76
38311,Tea Stall,2023-08-19 04:29:58.545815,Monsoon,Rainy,Chennai,180100,25950,0.198,7,0.037,0.038,0.047,2158,3.5,High,0.42
5803,Optician,2023-08-19 04:51:59.193100,Monsoon,Rainy,Visakhapatnam,465341,86561,0.024,33,0.018,0.028,0.038,22053,4.1,Low,0.51
10254,Jewelry Store,2023-08-19 05:33:11.887512,Monsoon,Rainy,Nagpur,255559,21624,0.07,16,0.042,0.056,0.039,2586,4.5,Medium,0.53
5626,Street Food Vendor,2023-08-19 05:45:10.168326,Monsoon,Rainy,Thane,75432,7112,0.155,22,0.047,0.042,0.05,7660,4.8,Low,0.36
43233,Clothing Store,2023-08-19 06:11:09.336069,Monsoon,Cloudy,Pune,343576,45023,0.151,32,0.039,0.034,0.041,17677,4.6,High,0.73
16023,Cyber Cafe,2023-08-19 07:07:12.151320,Monsoon,Cloudy,Mumbai,335323,45891,0.016,18,0.043,0.05,0.047,16047,4.3,Low,0.81
16754,Pharmacy,2023-08-19 07:13:32.314567,Monsoon,Rainy,Delhi,280181,53861,0.052,40,0.043,0.045,0.037,3897,4.5,High,0.38
17040,Cyber Cafe,2023-08-19 07:31:53.381945,Monsoon,Rainy,Chennai,471775,82221,0.189,29,0.038,0.029,0.063,10109,4.9,Medium,0.55
37335,Stationery Shop,2023-08-19 07:32:46.399766,Monsoon,Cloudy,Delhi,130692,14238,0.036,3,0.037,0.052,0.076,12085,4.5,Low,0.83
30460,Sweet Shop,2023-08-19 08:54:24.323367,Monsoon,Rainy,Pune,505835,84103,0.145,9,0.034,0.052,0.055,45284,3.7,Low,0.46
5593,Hair Salon,2023-08-19 08:59:58.163348,Monsoon,Rainy,Nagpur,111502,11335,0.157,5,0.032,0.024,0.065,6683,4.4,High,0.55
32301,Gym,2023-08-19 09:52:04.624194,Monsoon,Rainy,Hyderabad,505905,48529,0.053,4,0.028,0.039,0.041,32190,3.7,High,0.37
47262,Vegetable Vendor,2023-08-19 09:53:20.973564,Monsoon,Rainy,Pimpri-Chinchwad,331487,19653,0.108,4,0.037,0.043,0.079,30357,4.1,Medium,0.76
33026,Pharmacy,2023-08-19 10:11:59.728836,Monsoon,Rainy,Visakhapatnam,213103,38686,0.122,3,0.018,0.037,0.068,14133,4.9,Low,0.54
35197,Ice Cream Parlor,2023-08-19 10:24:58.073686,Monsoon,Cloudy,Bhopal,152218,28598,0.17,5,0.038,0.028,0.032,11646,3.2,High,0.72
27339,Jewelry Store,2023-08-19 10:29:30.852295,Monsoon,Rainy,Hyderabad,35423,2315,0.064,45,0.048,0.049,0.054,2381,4.9,Low,0.95
15033,Photo Studio,2023-08-19 11:43:19.911949,Monsoon,Rainy,Visakhapatnam,53751,9399,0.07,8,0.03,0.043,0.064,654,3.5,High,0.96
2732,Bookstore,2023-08-19 11:54:07.722205,Monsoon,Humid,Vadodara,125559,25008,0.001,42,0.046,0.042,0.077,12557,3.9,High,0.38
49344,Optician,2023-08-19 12:43:23.286284,Monsoon,Rainy,Bangalore,225375,43364,0.051,24,0.026,0.027,0.077,3320,4.7,High,0.98
46933,Photo Studio,2023-08-19 14:23:50.925649,Monsoon,Cloudy,Ahmedabad,402918,58414,0.079,48,0.036,0.033,0.065,31385,4.1,High,0.84
48357,Dry Cleaning Service,2023-08-19 16:14:28.140398,Monsoon,Rainy,Mumbai,261436,51344,0.022,40,0.032,0.055,0.047,16586,3.9,High,0.99
42638,Electrical Appliances,2023-08-19 17:56:20.249742,Monsoon,Cloudy,Pimpri-Chinchwad,414635,61674,0.135,17,0.021,0.045,0.052,36930,4.5,High,0.93
27252,Street Food Vendor,2023-08-19 18:00:29.839635,Monsoon,Rainy,Nagpur,180756,17232,0.105,22,0.021,0.05,0.073,15527,4.7,High,0.51
42403,Pharmacy,2023-08-19 18:45:00.216596,Monsoon,Rainy,Kanpur,108312,15979,0.162,28,0.022,0.026,0.06,3240,4.3,High,0.42
46458,Gym,2023-08-19 19:11:20.853891,Monsoon,Cloudy,Jaipur,509538,56730,0.061,32,0.028,0.042,0.05,5911,4.8,Low,0.92
18194,Pet Shop,2023-08-19 19:22:52.652010,Monsoon,Cloudy,Hyderabad,111428,12683,0.04,32,0.032,0.052,0.057,7826,3.4,Low,0.45
36838,Tech Shop,2023-08-19 19:46:15.323308,Monsoon,Rainy,Indore,142780,8059,0.083,1,0.033,0.033,0.059,4684,3.0,Low,0.89
6482,Street Food Vendor,2023-08-19 19:48:35.295327,Monsoon,Cloudy,Jaipur,164681,16735,0.03,44,0.02,0.053,0.054,10441,4.1,High,0.69
35596,Shoe Store,2023-08-19 20:13:23.134813,Monsoon,Cloudy,Ahmedabad,68113,5534,0.06,49,0.019,0.042,0.065,2065,3.0,Medium,0.31
4793,Pharmacy,2023-08-19 20:54:03.027159,Monsoon,Rainy,Kolkata,247830,20094,0.025,4,0.023,0.046,0.03,20408,4.7,High,0.87
30956,Pharmacy,2023-08-19 21:00:13.397114,Monsoon,Cloudy,Delhi,395126,50085,0.04,39,0.039,0.045,0.067,12162,3.2,Low,0.79
8909,Toy Shop,2023-08-19 21:16:08.678952,Monsoon,Cloudy,Chennai,438320,77650,0.025,28,0.021,0.036,0.033,36249,3.5,Low,0.36
12521,Furniture Store,2023-08-19 23:33:56.328485,Monsoon,Humid,Hyderabad,214311,12402,0.088,32,0.036,0.054,0.072,14125,3.2,High,0.34
49866,Pharmacy,2023-08-20 00:03:42.365075,Monsoon,Rainy,Ahmedabad,372446,40031,0.012,17,0.031,0.038,0.066,21729,3.3,Low,0.58
10909,Tea Stall,2023-08-20 00:12:07.069547,Monsoon,Rainy,Kanpur,489593,28449,0.17,34,0.02,0.029,0.072,23280,3.1,Medium,0.62
11069,Gym,2023-08-20 00:33:01.099667,Monsoon,Cloudy,Ahmedabad,515047,53067,0.121,9,0.012,0.047,0.031,12120,3.8,Medium,0.88
16373,Tea Stall,2023-08-20 02:41:25.229269,Monsoon,Cloudy,Ghaziabad,395535,59953,0.101,21,0.046,0.021,0.042,40169,3.4,Medium,0.78
9645,Mobile Repair Shop,2023-08-20 02:58:50.790048,Monsoon,Rainy,Vadodara,321299,40076,0.089,12,0.044,0.052,0.032,8266,4.5,Low,0.71
2117,Vegetable Vendor,2023-08-20 03:07:11.581204,Monsoon,Cloudy,Nagpur,351242,45133,0.007,23,0.023,0.038,0.048,16881,3.1,Low,0.71
5940,Stationery Shop,2023-08-20 04:21:33.212150,Monsoon,Rainy,Delhi,236463,43312,0.022,30,0.034,0.039,0.047,6827,4.1,Medium,0.99
20066,Sweet Shop,2023-08-20 04:35:43.084798,Monsoon,Rainy,Bangalore,274728,21959,0.08,41,0.049,0.028,0.057,7093,4.1,Low,0.45
31051,Spice Shop,2023-08-20 04:57:47.413803,Monsoon,Rainy,Bhopal,29044,2800,0.068,16,0.034,0.048,0.057,864,3.8,Medium,0.73
14079,Bookstore,2023-08-20 05:39:08.683369,Monsoon,Rainy,Kolkata,129890,17107,0.168,14,0.046,0.026,0.051,10192,3.4,Low,0.44
6636,Clothing Store,2023-08-20 05:59:04.317807,Monsoon,Rainy,Nagpur,72800,13845,0.03,10,0.03,0.059,0.041,2790,4.3,Medium,0.55
42532,Pet Shop,2023-08-20 06:27:24.234745,Monsoon,Rainy,Patna,368637,37366,0.063,47,0.018,0.051,0.031,19365,5.0,High,0.46
27807,Tailor Shop,2023-08-20 06:43:27.923070,Monsoon,Cloudy,Nagpur,382786,20872,0.078,39,0.045,0.054,0.059,27647,3.7,Medium,0.94
37998,Furniture Store,2023-08-20 06:48:26.499604,Monsoon,Rainy,Delhi,187224,28026,0.167,32,0.027,0.056,0.038,14737,4.1,High,0.99
40542,Street Food Vendor,2023-08-20 06:52:04.936790,Monsoon,Cloudy,Vadodara,172828,14028,0.026,13,0.031,0.02,0.078,14187,3.3,Medium,0.71
31493,Spice Shop,2023-08-20 07:41:51.479088,Monsoon,Rainy,Thane,139019,8685,0.025,12,0.028,0.022,0.05,4792,3.0,Low,0.47
25048,Bakery,2023-08-20 07:58:32.356648,Monsoon,Rainy,Ghaziabad,322606,58519,0.008,21,0.026,0.037,0.033,21019,3.6,High,0.85
28812,Tea Stall,2023-08-20 08:24:33.080451,Monsoon,Rainy,Ghaziabad,395160,61193,0.08,39,0.048,0.057,0.075,24909,3.5,Low,0.91
26912,Hair Salon,2023-08-20 08:41:22.790272,Monsoon,Rainy,Thane,275074,18263,0.123,27,0.031,0.042,0.064,22834,4.3,Medium,0.84
24735,Clothing Store,2023-08-20 09:06:21.301832,Monsoon,Rainy,Kolkata,276014,49743,0.019,45,0.031,0.038,0.03,18011,3.7,Medium,0.75
49777,Fruit Vendor,2023-08-20 09:08:11.349095,Monsoon,Rainy,Vadodara,362054,54678,0.133,14,0.049,0.056,0.06,32483,3.2,Low,0.75
40612,Ice Cream Parlor,2023-08-20 09:15:55.947142,Monsoon,Cloudy,Visakhapatnam,60214,12484,0.098,40,0.02,0.041,0.062,4621,4.0,High,0.46
47763,Sweet Shop,2023-08-20 11:23:55.048721,Monsoon,Humid,Bhopal,481910,72584,0.045,47,0.024,0.029,0.053,19298,4.1,High,0.35
10676,Jewelry Store,2023-08-20 11:32:11.018745,Monsoon,Rainy,Mumbai,299193,36349,0.045,47,0.05,0.035,0.069,17219,3.7,Low,0.68
24210,Hair Salon,2023-08-20 13:22:33.167981,Monsoon,Rainy,Delhi,78841,15619,0.033,3,0.012,0.052,0.057,3962,3.0,Medium,0.35
15628,Fruit Vendor,2023-08-20 14:00:01.059645,Monsoon,Rainy,Nagpur,456975,89457,0.003,24,0.031,0.036,0.055,40696,3.1,High,0.98
13816,Street Food Vendor,2023-08-20 14:22:50.622234,Monsoon,Rainy,Bhopal,255687,20250,0.104,40,0.038,0.029,0.074,2758,3.4,High,0.41
8549,Spice Shop,2023-08-20 15:08:09.628594,Monsoon,Rainy,Delhi,100512,8954,0.005,49,0.02,0.045,0.077,2695,3.2,High,0.66
4078,Optician,2023-08-20 15:58:08.924374,Monsoon,Rainy,Pune,393195,31678,0.048,39,0.047,0.033,0.047,36594,5.0,Low,0.74
1860,Stationery Shop,2023-08-20 16:25:27.538847,Monsoon,Rainy,Mumbai,404089,39064,0.013,16,0.028,0.059,0.071,10848,4.4,Low,0.88
25937,Stationery Shop,2023-08-20 16:51:26.609181,Monsoon,Rainy,Hyderabad,262082,47711,0.046,41,0.031,0.05,0.033,21335,3.0,Low,0.86
4582,Shoe Store,2023-08-20 17:08:26.997390,Monsoon,Rainy,Visakhapatnam,366544,25387,0.081,16,0.025,0.027,0.056,5749,3.1,Medium,0.51
38166,Jewelry Store,2023-08-20 17:15:00.525142,Monsoon,Cloudy,Jaipur,244145,31092,0.0,30,0.024,0.047,0.043,6082,3.3,High,0.62
16367,Street Food Vendor,2023-08-20 17:19:12.227942,Monsoon,Rainy,Ghaziabad,340154,42538,0.036,43,0.034,0.043,0.058,27941,3.8,High,0.98
41989,Optician,2023-08-20 17:33:18.156773,Monsoon,Rainy,Indore,116046,17399,0.045,29,0.017,0.049,0.066,7773,4.1,Low,0.75
44053,Grocery Store,2023-08-20 18:54:48.467867,Monsoon,Rainy,Visakhapatnam,328253,28603,0.067,19,0.024,0.045,0.067,29254,4.5,High,0.31
3914,Photo Studio,2023-08-20 19:25:27.900734,Monsoon,Humid,Bhopal,55625,4945,0.077,35,0.019,0.043,0.056,3186,4.4,Low,0.74
34348,Shoe Store,2023-08-20 19:37:00.938928,Monsoon,Rainy,Vadodara,301916,53635,0.043,27,0.016,0.056,0.069,27222,4.8,High,0.96
1023,Cyber Cafe,2023-08-20 20:46:05.398613,Monsoon,Rainy,Kanpur,88279,15662,0.01,14,0.032,0.054,0.035,2773,3.8,Low,0.75
44759,Sweet Shop,2023-08-20 20:57:47.569543,Monsoon,Cloudy,Jaipur,497413,84158,0.053,29,0.025,0.035,0.053,42531,3.3,Low,0.47
18873,Pet Shop,2023-08-20 22:19:48.798843,Monsoon,Rainy,Thane,414786,70246,0.16,48,0.022,0.052,0.037,32368,3.6,Low,0.4
42543,Jewelry Store,2023-08-20 22:20:17.236336,Monsoon,Cloudy,Ahmedabad,139790,16850,0.146,2,0.026,0.03,0.059,3320,3.0,Low,0.47
24207,Dry Cleaning Service,2023-08-20 22:44:54.167210,Monsoon,Rainy,Vadodara,401952,55543,0.059,22,0.045,0.047,0.042,6663,4.9,Medium,0.8
36185,Tailor Shop,2023-08-20 23:36:36.224964,Monsoon,Rainy,Thane,216950,26802,0.087,32,0.024,0.058,0.056,20168,3.4,Medium,0.62
5547,Hair Salon,2023-08-21 00:54:26.152339,Monsoon,Rainy,Bangalore,294387,27163,0.109,15,0.025,0.041,0.066,12164,3.3,High,0.62
22522,Tea Stall,2023-08-21 01:10:43.717900,Monsoon,Rainy,Jaipur,436812,79754,0.088,40,0.027,0.036,0.064,13807,3.5,Medium,0.68
45424,Tech Shop,2023-08-21 02:32:13.667853,Monsoon,Rainy,Thane,507973,73829,0.06,12,0.03,0.06,0.065,12221,4.7,High,0.75
7737,Electrical Appliances,2023-08-21 02:35:32.497202,Monsoon,Rainy,Thane,323971,35264,0.018,6,0.024,0.028,0.04,15577,4.2,Medium,0.31
18343,Electrical Appliances,2023-08-21 03:22:40.684493,Monsoon,Rainy,Bangalore,58806,9560,0.076,47,0.015,0.027,0.04,5730,4.3,Medium,0.37
43042,Electrical Appliances,2023-08-21 04:01:30.308185,Monsoon,Rainy,Kanpur,366309,65204,0.18,14,0.044,0.042,0.046,6433,3.9,Medium,0.98
9239,Grocery Store,2023-08-21 04:33:23.728132,Monsoon,Rainy,Kolkata,296991,63538,0.06,40,0.02,0.049,0.049,6206,3.2,Medium,0.7
19991,Pet Shop,2023-08-21 04:58:38.064776,Monsoon,Rainy,Pimpri-Chinchwad,162109,28758,0.033,40,0.03,0.051,0.037,2287,4.9,Low,0.53
1321,Furniture Store,2023-08-21 05:11:03.442447,Monsoon,Rainy,Bangalore,256282,43108,0.089,12,0.025,0.035,0.069,12915,4.8,Medium,0.63
30853,Cyber Cafe,2023-08-21 07:35:30.380307,Monsoon,Rainy,Vadodara,403234,77463,0.089,46,0.049,0.038,0.043,24968,4.3,Low,0.63
14309,Stationery Shop,2023-08-21 09:51:25.740699,Monsoon,Rainy,Chennai,102148,13439,0.067,6,0.045,0.036,0.053,2054,4.4,Low,0.66
37511,Dry Cleaning Service,2023-08-21 10:06:52.428819,Monsoon,Rainy,Bhopal,163237,35428,0.065,43,0.029,0.054,0.06,12948,4.3,Low,0.68
19426,Pharmacy,2023-08-21 10:10:59.923947,Monsoon,Rainy,Bangalore,405155,77208,0.035,32,0.027,0.025,0.052,25517,3.3,Low,0.79
45577,Optician,2023-08-21 10:58:30.690212,Monsoon,Cloudy,Pimpri-Chinchwad,78348,10345,0.005,25,0.018,0.055,0.061,4514,4.4,Medium,0.48
7729,Photo Studio,2023-08-21 11:29:15.496102,Monsoon,Rainy,Pune,53942,9363,0.147,42,0.02,0.038,0.044,687,3.5,Low,0.78
37713,Fruit Vendor,2023-08-21 11:53:32.457977,Monsoon,Rainy,Pune,34600,4641,0.047,20,0.05,0.051,0.042,2177,3.3,Medium,0.61
30264,Cyber Cafe,2023-08-21 11:55:09.295453,Monsoon,Rainy,Bhopal,224973,26699,0.011,12,0.038,0.034,0.04,5048,4.8,Low,0.67
13798,Toy Shop,2023-08-21 12:10:02.618210,Monsoon,Humid,Ghaziabad,83353,4829,0.045,47,0.047,0.042,0.031,6141,3.9,High,0.4
17909,Toy Shop,2023-08-21 12:20:20.575192,Monsoon,Rainy,Bangalore,392999,42469,0.034,32,0.035,0.022,0.07,26939,4.0,Medium,0.43
10029,Electrical Appliances,2023-08-21 12:47:26.845046,Monsoon,Humid,Vadodara,132012,14201,0.128,12,0.019,0.027,0.052,6104,3.9,Low,0.99
31788,Pharmacy,2023-08-21 13:08:29.524565,Monsoon,Cloudy,Vadodara,234534,46503,0.043,22,0.019,0.037,0.046,8338,4.2,Medium,0.84
34522,Tea Stall,2023-08-21 13:19:16.964486,Monsoon,Rainy,Nagpur,258433,17582,0.011,17,0.013,0.052,0.037,12695,4.6,Low,0.39
4424,Photo Studio,2023-08-21 13:21:36.974846,Monsoon,Cloudy,Indore,97245,6285,0.149,15,0.041,0.022,0.072,5268,4.2,Low,0.78
41433,Optician,2023-08-21 14:07:50.072991,Monsoon,Rainy,Jaipur,279373,26004,0.023,7,0.032,0.043,0.071,23104,3.7,Low,0.63
21862,Spice Shop,2023-08-21 17:36:31.542639,Monsoon,Cloudy,Patna,132255,16304,0.042,6,0.022,0.03,0.038,12480,3.3,High,0.81
44044,Jewelry Store,2023-08-21 18:08:01.466352,Monsoon,Humid,Pimpri-Chinchwad,131739,11873,0.061,4,0.049,0.051,0.055,13451,3.5,High,0.55
29058,Toy Shop,2023-08-21 18:11:30.116726,Monsoon,Rainy,Pune,288680,49478,0.063,19,0.047,0.049,0.067,24963,4.7,Medium,0.37
4219,Electrical Appliances,2023-08-21 18:19:18.944281,Monsoon,Rainy,Patna,300713,55258,0.205,30,0.022,0.045,0.079,10200,4.6,High,0.57
36363,Vegetable Vendor,2023-08-21 19:20:20.251210,Monsoon,Rainy,Indore,417306,63709,0.202,1,0.028,0.026,0.054,23954,4.3,Low,0.36
26703,Toy Shop,2023-08-21 19:21:03.758334,Monsoon,Cloudy,Patna,34478,6365,0.103,17,0.022,0.039,0.04,3080,3.1,Low,0.36
43340,Sweet Shop,2023-08-21 20:13:11.351825,Monsoon,Rainy,Delhi,67925,12045,0.104,24,0.013,0.034,0.047,1003,3.0,Medium,0.53
2457,Auto Parts Shop,2023-08-21 20:14:59.678873,Monsoon,Humid,Kanpur,538475,38576,0.192,38,0.048,0.057,0.074,6608,3.8,Medium,0.51
21615,Photo Studio,2023-08-21 20:43:15.472549,Monsoon,Humid,Bhopal,403592,47733,0.057,47,0.016,0.055,0.037,30316,3.8,High,0.43
25798,Bookstore,2023-08-21 21:30:03.586875,Monsoon,Cloudy,Lucknow,489971,50686,0.152,38,0.039,0.024,0.071,31010,4.0,Medium,0.63
30983,Ice Cream Parlor,2023-08-21 21:33:28.400923,Monsoon,Rainy,Kolkata,465746,77632,0.143,48,0.022,0.05,0.055,15335,3.1,Medium,0.94
34638,Cyber Cafe,2023-08-21 22:01:54.982848,Monsoon,Rainy,Thane,254230,40468,0.005,26,0.046,0.052,0.04,17213,3.8,Medium,0.48
29301,Furniture Store,2023-08-21 22:11:46.152534,Monsoon,Rainy,Kolkata,427299,24235,0.009,15,0.041,0.044,0.065,27820,4.5,High,0.47
45423,Tech Shop,2023-08-21 22:29:14.667674,Monsoon,Cloudy,Visakhapatnam,315653,34126,0.019,19,0.039,0.046,0.034,30501,3.2,Medium,0.52
34644,Cyber Cafe,2023-08-21 23:32:19.983697,Monsoon,Rainy,Patna,250205,30029,0.077,23,0.032,0.051,0.076,23919,3.2,Low,0.4
24579,Hair Salon,2023-08-21 23:57:14.261400,Monsoon,Humid,Kanpur,156368,14915,0.176,38,0.017,0.059,0.044,2338,3.7,High,0.71
48607,Bakery,2023-08-22 00:33:46.178854,Monsoon,Cloudy,Vadodara,186302,29298,0.066,38,0.03,0.048,0.044,2555,4.9,High,0.74
24751,Bakery,2023-08-22 00:57:11.305884,Monsoon,Rainy,Ghaziabad,103970,8335,0.102,37,0.04,0.044,0.048,6997,3.6,Medium,0.67
38731,Cyber Cafe,2023-08-22 01:42:07.609963,Monsoon,Rainy,Bhopal,462499,46988,0.109,20,0.028,0.043,0.044,27774,3.4,High,0.88
14560,Grocery Store,2023-08-22 02:12:44.799765,Monsoon,Cloudy,Lucknow,237707,35755,0.071,35,0.037,0.041,0.076,14465,4.6,Medium,0.34
44270,Furniture Store,2023-08-22 02:23:50.499683,Monsoon,Humid,Chennai,369196,27302,0.075,7,0.044,0.032,0.06,34744,3.2,High,0.66
11059,Auto Parts Shop,2023-08-22 02:41:46.098212,Monsoon,Humid,Delhi,124187,7776,0.177,46,0.034,0.048,0.037,7581,4.2,High,0.37
32826,Mobile Repair Shop,2023-08-22 02:42:14.700245,Monsoon,Humid,Delhi,527460,95076,0.011,1,0.015,0.051,0.066,42364,4.3,High,0.35
29767,Grocery Store,2023-08-22 02:49:10.223363,Monsoon,Rainy,Vadodara,145658,25070,0.027,40,0.025,0.036,0.063,6135,3.1,Medium,0.91
32852,Shoe Store,2023-08-22 03:34:43.703899,Monsoon,Cloudy,Kolkata,341095,51590,0.091,31,0.032,0.025,0.04,20789,3.4,High,0.98
4583,Shoe Store,2023-08-22 03:38:05.997529,Monsoon,Rainy,Ghaziabad,135997,22712,0.083,36,0.021,0.049,0.067,7381,3.4,Medium,0.72
40353,Furniture Store,2023-08-22 04:23:41.901025,Monsoon,Humid,Ahmedabad,249941,22635,0.044,25,0.034,0.055,0.041,15199,4.3,Low,0.47
36295,Tea Stall,2023-08-22 04:34:01.241609,Monsoon,Rainy,Ghaziabad,309789,43001,0.03,34,0.014,0.052,0.055,12736,3.4,Medium,0.41
18545,Stationery Shop,2023-08-22 05:25:48.727518,Monsoon,Cloudy,Pune,158439,14154,0.097,45,0.042,0.058,0.062,12755,4.9,Medium,0.65
16932,Furniture Store,2023-08-22 05:52:14.354755,Monsoon,Rainy,Chennai,476718,36184,0.01,26,0.014,0.026,0.08,20279,4.6,Low,0.41
3290,Toy Shop,2023-08-22 06:00:56.812406,Monsoon,Rainy,Visakhapatnam,215843,34551,0.061,26,0.018,0.051,0.075,14195,4.9,Medium,0.46
22176,Sweet Shop,2023-08-22 06:01:43.621906,Monsoon,Rainy,Ahmedabad,433807,43818,0.136,11,0.047,0.032,0.068,37327,3.2,Medium,0.53
4690,Gym,2023-08-22 06:23:13.012801,Monsoon,Rainy,Kanpur,201173,30828,0.016,15,0.05,0.052,0.033,6516,4.1,Medium,0.74
14815,Pharmacy,2023-08-22 07:12:02.859575,Monsoon,Rainy,Delhi,179569,27947,0.165,16,0.019,0.023,0.031,3114,3.0,Low,0.7
29996,Tech Shop,2023-08-22 08:38:39.255796,Monsoon,Rainy,Kanpur,266459,20925,0.085,15,0.05,0.038,0.054,10188,4.4,Low,0.86
27258,Shoe Store,2023-08-22 09:27:28.840488,Monsoon,Rainy,Chennai,254034,27061,0.083,12,0.039,0.031,0.038,15628,3.7,Low,0.87
20846,Cyber Cafe,2023-08-22 09:29:20.274264,Monsoon,Rainy,Thane,54948,7070,0.087,14,0.044,0.039,0.039,2266,3.9,Low,0.84
18460,Grocery Store,2023-08-22 09:49:36.709318,Monsoon,Cloudy,Ahmedabad,78892,10211,0.01,17,0.033,0.055,0.069,7074,4.4,Medium,0.74
4146,Tea Stall,2023-08-22 10:08:04.933755,Monsoon,Rainy,Lucknow,273223,14555,0.12,38,0.03,0.03,0.042,16670,3.4,Medium,0.8
26432,Tailor Shop,2023-08-22 10:08:29.703366,Monsoon,Rainy,Vadodara,472989,46160,0.027,9,0.047,0.033,0.041,7090,4.2,Medium,0.47
6079,Sweet Shop,2023-08-22 10:10:06.232373,Monsoon,Cloudy,Kolkata,63656,11398,0.075,9,0.048,0.02,0.069,1047,5.0,Low,0.45
